suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
GOOLOOGONG,OTHER,Memorial Park Goolagong,,,-33.61362,148.43458,COWRA,WESTERN REGION,Goolagong-47.3km East of Forbes,COWRA-FORBES RD,0000056,0180,A1,"0000056,0180,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E8738F5B1EADB4C0,2021-10-25 14:56:45+00
PARKES,OTHER,Parkes Lions Park,,,-33.14259,148.19161,PARKES,WESTERN REGION,Parkes East,ORANGE-PARKES RD,0000061,0140,A2,"0000061,0140,A2",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1DE4B9F5C6D3BE36,2021-10-25 14:56:45+00
BREWARRINA,RMS,Tarrion Creek Rest Area,,,-30.04217,146.86764,BREWARRINA,WESTERN REGION,9.4km South of Brewarrina,COOLABAH-BREWARRINA RD,0000070,0130,A1,"0000070,0130,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,A6D6F4B12515FBE9,2021-10-25 14:56:45+00
TRUNKEY CREEK,OTHER,Trunkey Creek,,,-33.81763,149.32441,BATHURST REGIONAL,WESTERN REGION,53.2km from Bathurst,ARTHUR ST,0000054,0195,A1,"0000054,0195,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1722C977A5941D64,2021-10-25 14:56:45+00
O'CONNELL,OTHER,Oconnell Playground NSW Sport & Rec Org.,,,-33.52651,149.72387,OBERON,WESTERN REGION,16.5km from Bathurst,HARTLEY-JENOLAN CAVES-BATHURST,0000253,0191,A1,"0000253,0191,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F38E3CA9967CEAE9,2021-10-25 14:56:45+00
MENDOORAN,RMS,,,,-31.81797,149.11786,COONABARABRAN,WESTERN REGION,55.2km from Coona turn off,MENDOORAN-BELAR CREEK RD,0000334,0010,A2,"0000334,0010,A2",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,19DB2CC68CAE292C,2021-10-25 14:56:45+00
FORBES,RMS,Daroobalgie Site,,,-33.32421,148.06686,FORBES,WESTERN REGION,19.5km South of Parkes,NEWELL HIGHWAY,0000017,2621,A1,"0000017,2621,A1",,RIGHT,INSPECTION BAY,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,679F218B8C8F4CCA,2021-10-25 14:56:45+00
PARKES,COUNCIL,Parkes Bushmans Dam Kelly Reserve,,,-33.1246,148.17352,PARKES,WESTERN REGION,Parkes town,CURRAJONG ST,0000017,2690,A2,"0000017,2690,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,7855C1372DD2472C,2021-10-25 14:56:45+00
COWRA,OTHER,Cowra Olympic Park,,,-33.83569,148.67949,COWRA,WESTERN REGION,Cowra,YOUNG RD,0000078,0660,A1,"0000078,0660,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,881B3E34975D9784,2021-10-25 14:56:45+00
FORBES,RMS,Daroobalgie Site,,,-33.32319,148.0612,FORBES,WESTERN REGION,19.5km South of Parkes,NEWELL HIGHWAY,0000017,2621,A1,"0000017,2621,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,785CC316D46ED530,2021-10-25 14:56:45+00
DAROOBALGIE,RMS,North of Forbes,,,-33.28962,148.08818,FORBES,WESTERN REGION,20.5km South of Parkes,NEWELL HIGHWAY,0000017,2621,A1,"0000017,2621,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,85F1F75528E7AB30,2021-10-25 14:56:45+00
DAROOBALGIE,RMS,North of Forbes,,,-33.27742,148.0971,FORBES,WESTERN REGION,19km South of Parkes,NEWELL HIGHWAY,0000017,2621,A1,"0000017,2621,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F4EB6B160E6A324D,2021-10-25 14:56:45+00
PARKES,RMS,Billabong Creek Rest Area,,,-33.20927,148.12516,PARKES,WESTERN REGION,10km South of Parkes,NEWELL HIGHWAY,0000017,2631,A1,"0000017,2631,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER,BOTH,4008AFD351712485,2021-10-25 14:56:45+00
PARKES,RMS,North Parkes,,,-33.11264,148.17482,PARKES,WESTERN REGION,North Parkes (80km Speed Signs),DUBBO RD,0000017,2700,A2,"0000017,2700,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,A460295EBDB10482,2021-10-25 14:56:45+00
PEAK HILL,RMS,North of Peak Hill,,,-32.69767,148.19063,PARKES,WESTERN REGION,66.85km from Dubbo (SH7),CASWELL ST,0000017,2760,A3,"0000017,2760,A3",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D60480116D8F591C,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.57919,145.12859,COBAR,WESTERN REGION,68.9km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,3D4D23AB8415A37F,2021-10-25 14:56:45+00
NOONA,RMS,Bulla Park Rest Area,,,-31.55848,144.62635,COBAR,WESTERN REGION,115.2km West of Cobar,BARRIER HIGHWAY,0000008,0160,A1,"0000008,0160,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,876119A762F3D95D,2021-10-25 14:56:45+00
WILCANNIA,OTHER,Emmdale,,,-31.65282,144.26782,COBAR,WESTERN REGION,159.1km West of Cobar,BARRIER HIGHWAY,0000008,0180,A2,"0000008,0180,A2",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F3292B0CF68F16B0,2021-10-25 14:56:45+00
WILCANNIA,RMS,Near Emmdale Roadhouse,,,-31.65265,144.26791,COBAR,WESTERN REGION,155.2km West of Cobar,BARRIER HIGHWAY,0000008,0180,A2,"0000008,0180,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,80B18FF314D7AC4D,2021-10-25 14:56:45+00
WILCANNIA,RMS,Baden Park Rest Area,,,-31.7138,144.14273,CENTRAL DARLING,WESTERN REGION,172.9km West of Cobar,BARRIER HIGHWAY,0000008,0201,A2,"0000008,0201,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,944DB8D8FB897069,2021-10-25 14:56:45+00
KELSO,OTHER,Berry Park Bathurst,,,-33.41714,149.59396,BATHURST REGIONAL,WESTERN REGION,57km from Lithgow,GREAT WESTERN HIGHWAY,0000005,1765,C1,"0000005,1765,C1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,DE45448FFBA05CFF,2021-10-25 14:56:45+00
WEEMELAH,RMS,,,,-29.03709,149.26132,MOREE PLAINS,WESTERN REGION,88km North of Moree,CARNARVON HIGHWAY,0000028,0230,A1,"0000028,0230,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,291DCA1AE98726BF,2021-10-25 14:56:45+00
GRONG GRONG,RMS,Henwood,N,OPEN,-34.72628,146.69783,NARRANDERA,SOUTH WEST REGION,14km from Narrandera and 122km to West Wyalong,NEWELL HIGHWAY,0000017,2320,A2,"0000017,2320,A2",PHYSICAL SEPARATION,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,40F5F1B1A450D631,2021-10-25 14:56:45+00
BROKEN HILL,RMS,Truck Rest Area At Town Boundary,,,-32.00707,141.43734,UNINCORPORATED NSW,WESTERN REGION,8.0km South of Broken Hill,SILVER CITY HIGHWAY,0000022,0200,A3,"0000022,0200,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,4C95B330770A763E,2021-10-25 14:56:45+00
BROKEN HILL,RMS,Broken Hill Information Bay,,,-32.00181,141.43991,BROKEN HILL,WESTERN REGION,7.3km South of Broken Hill,SILVER CITY HIGHWAY,0000022,0205,A1,"0000022,0205,A1",,LEFT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,42B2DFE75A2C155F,2021-10-25 14:56:45+00
LEADVILLE,COUNCIL,,,,-32.03572,149.49237,COONABARABRAN,WESTERN REGION,Coolah Turnoff (Int HW27/MR55),SCONE-DUNEDOO RD,0000027,0310,A1,"0000027,0310,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,40DCBAE7C9F6DB99,2021-10-25 14:56:45+00
DUNEDOO,COUNCIL,Dunedoo Town,,,-32.01604,149.39618,COONABARABRAN,WESTERN REGION,Dunedoo,NR CRABOON-GILGANDRA RD,0000027,0330,A1,"0000027,0330,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,3AD854076F4D6F2A,2021-10-25 14:56:45+00
TENANDRA,RMS,Quambone turn off,,,-31.6645,147.86018,WARREN,WESTERN REGION,78.4km from Gilgrandra (4.63km N Warren),OXLEY HIGHWAY,0000011,1100,A1,"0000011,1100,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F15A0B67CE22B770,2021-10-25 14:56:45+00
BEEMUNNEL,RMS,Ewenma Waste Disposal Depot,,,-31.66711,147.85822,WARREN,WESTERN REGION,79km from Gilgrandra (4.3km N Warren),OXLEY HIGHWAY,0000011,1100,A1,"0000011,1100,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,BDCE48B711875896,2021-10-25 14:56:45+00
RED HILL,RMS,Sandy Creek Rest Area,,,-31.74856,147.78347,WARREN,WESTERN REGION,7.47km S of Warren (Dubbo St),OXLEY HIGHWAY,0000011,1150,A1,"0000011,1150,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,CF8EADACBE966A95,2021-10-25 14:56:45+00
MOREE,RMS,,,,-29.56253,149.39549,MOREE PLAINS,WESTERN REGION,45.32km West of Moree,GWYDIR HIGHWAY,0000012,0740,A1,"0000012,0740,A1",,RIGHT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,75BC827468F5AD9F,2021-10-25 14:56:45+00
BULLARAH,RMS,,,,-29.45296,149.00557,MOREE PLAINS,WESTERN REGION,95km West of Moree,GWYDIR HIGHWAY,0000012,0770,A2,"0000012,0770,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,69E41FE0F443168F,2021-10-25 14:56:45+00
DUBBO,RMS,,,,-32.29598,148.54958,DUBBO REGIONAL,WESTERN REGION,7.80km South of Dubbo (SH7),NEWELL HIGHWAY,0000017,2800,A1,"0000017,2800,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,422B198F60931E44,2021-10-25 14:56:45+00
PACKSADDLE,RMS,Packsaddle,,,-30.60169,141.964,UNINCORPORATED NSW,WESTERN REGION,175km North of Broken Hill,SILVER CITY HIGHWAY,0000022,0400,A3,"0000022,0400,A3",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,75351AC28461B88D,2021-10-25 14:56:45+00
PACKSADDLE,RMS,Packsaddle Roadhouse,,,-30.6106,141.96651,UNINCORPORATED NSW,WESTERN REGION,174km North of Broken Hill,SILVER CITY HIGHWAY,0000022,0400,A3,"0000022,0400,A3",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,28D540EE7C6382FE,2021-10-25 14:56:45+00
WIRRINYA,RMS,West Plains Locality,,,-33.60618,147.61392,WEDDIN,WESTERN REGION,42.5km South of Forbes,NEWELL HIGHWAY,0000017,2510,A1,"0000017,2510,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,88BDD6A6E756244A,2021-10-25 14:56:45+00
WIRRINYA,RMS,,,,-33.52376,147.7327,FORBES,WESTERN REGION,31.491km South of Forbes,NEWELL HIGHWAY,0000017,2520,A1,"0000017,2520,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,3F0B0CA1B4D9C832,2021-10-25 14:56:45+00
TOMINGLEY,COUNCIL,Dicken Park-Tomingley,,,-32.56948,148.22168,PARKES,WESTERN REGION,50.48km from Dubbo,CASWELL ST,0000017,2760,A3,"0000017,2760,A3",,RIGHT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,5DE72EF9DF37DAB2,2021-10-25 14:56:45+00
DUBBO,COUNCIL,Dubbo Tourist Information Centre,,,-32.24338,148.60174,DUBBO REGIONAL,WESTERN REGION,Cnr Macquarie and Erskine St (Newell Hwy),ERSKINE ST,0000017,2863,A1,"0000017,2863,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,189084FE0C0C5DEC,2021-10-25 14:56:45+00
DANDRY,RMS,Cusacks Creek Truck Park,,,-31.03232,149.39957,COONABARABRAN,WESTERN REGION,31.1km North of Coonabarabran,NEWELL HIGHWAY,0000017,3110,A2,"0000017,3110,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,ECBE49DE44629D76,2021-10-25 14:56:45+00
BOHENA CREEK,RMS,Bohena Creek Rest Area,,,-30.43706,149.67853,NARRABRI,WESTERN REGION,16.4km South of Narrabri,NEWELL HIGHWAY,0000017,3140,A2,"0000017,3140,A2",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,7496AEC3A8006483,2021-10-25 14:56:45+00
NARRABRI,COUNCIL,Narrabri Tourist Information Centre,,,-30.32312,149.78074,NARRABRI,WESTERN REGION,Narrabri tourist Information Centre,TIBBEREENA ST,0000017,3191,A1,"0000017,3191,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,F787C896743B489F,2021-10-25 14:56:45+00
BATLOW,OTHER,White Gate Rest Area.,,,-35.53283,148.09968,SNOWY VALLEYS,SOUTH WEST REGION,31km from Tumbarumba and  38km to Tumut,BATLOW RD,0000085,0100,A1,"0000085,0100,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,71D29A9953B3E376,2021-10-25 14:56:45+00
BATLOW,OTHER,,,,-35.53284,148.1404,SNOWY VALLEYS,SOUTH WEST REGION,36km from Tumbarumba and  33km to Tumut,BATLOW RD,0000085,0100,A1,"0000085,0100,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F0DE231580958251,2021-10-25 14:56:45+00
JERILDERIE,RMS,Willawa Rest Area - Northbound,Y,OPEN,-35.32195,145.77496,MURRUMBIDGEE,SOUTH WEST REGION,7km from Jerilderie and 102km to Narrandera,NEWELL HIGHWAY,0000017,2120,A1,"0000017,2120,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,B7CCADF50B454353,2021-10-25 14:56:45+00
BATLOW,OTHER,Reedy Creek Rest Area,,,-35.51659,148.14536,SNOWY VALLEYS,SOUTH WEST REGION,38km from Tumbarumba and  31km to Tumut,BATLOW RD,0000085,0140,A2,"0000085,0140,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,5875998A600FE5EB,2021-10-25 14:56:45+00
